"object_name","field_name","label_zh","label_en_au","label_en_us","type","required_when","nullable","enum_or_format","definition","source_or_derivation","source_ref","owner_role","editable_by","validation_rule","revision_rule","dependency_refs","ui_binding","sensitivity","evidence_status","synthetic_example"
"WorkItem","source_status","来源状态","source status","source status","string","Always present on each object record","false","USER-CONFIRMED|SOURCE-SUPPORTED|INDUSTRY-REFERENCE|DESIGN-HYPOTHESIS|SYNTHETIC|OPEN|SUPERSEDED","Explicit 来源状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.source_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""SYNTHETIC"""
"WorkItem","simulation_flag","合成标记","simulation flag","simulation flag","boolean","Always present on each object record","false","","Always true for Round A business records.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.simulation_flag; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","true"
"WorkItem","owner_role","责任角色","owner role","owner role","string","Always present on each object record","false","","Synthetic role assignment, not bank delegation.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.owner_role; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROLE-KYCOPS"""
"WorkItem","validation_owner","验证负责人","validation owner","validation owner","string","Always present on each object record","false","","Working review owner.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.validation_owner; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""Christina"""
"WorkItem","authority_status","权限状态","authority status","authority status","string","Always present on each object record","false","demo_configured|unknown|not_applicable","Explicit 权限状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.authority_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""unknown"""
"WorkItem","sensitivity","敏感等级","sensitivity","sensitivity","string","Always present on each object record","false","synthetic-restricted","Explicit 敏感等级 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.sensitivity; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""synthetic-restricted"""
"WorkItem","created_at","创建时间","created at","created at","string","Always present on each object record","false","date-time","UTC timestamp for authored synthetic data.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.created_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"WorkItem","updated_at","更新时间","updated at","updated at","string","Always present on each object record","false","date-time","UTC timestamp; display locale never changes the value.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.updated_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"WorkItem","as_of","资料时点","as of","as of","string","Always present on each object record","false","date-time","UTC currency of this authored record.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.as_of; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"WorkItem","question_ref","待确认问题","question ref","question ref","string|null","Non-null when policy/applicability/authority unknown; all keys present","true","","Required when bank authority or policy is unknown.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.question_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROUND-A-Q-AUTHORITY"""
"WorkItem","audit_event_refs","审计事件","audit event refs","audit event refs","array","Always present on each object record","false","ref:AuditEvent","References to AuditEvent.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve AuditEvent and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.audit_event_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[]"
"WorkItem","activity_id","源活动","activity id","activity id","string","Always present on each object record","false","","Source-scoped activity reference.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.activity_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""SRC-007:slide2:Target:M2.1-M2.5"""
"WorkItem","scenario_id","场景","scenario id","scenario id","string","Always present on each object record","false","","Preserved SCN alias.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.scenario_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""SCN-REQUIREMENTS"""
"WorkItem","requirement_ids","关联要求","requirement ids","requirement ids","array","Always present on each object record","false","ref:Requirement","References to Requirement.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Requirement and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.requirement_ids; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""DEMO-CTT-001/requirement/identity"",""DEMO-CTT-001/requirement/screening-purpose""]"
"WorkItem","status","任务状态","status","status","string","Always present on each object record","false","ready|awaiting_input|awaiting_review|in_progress|completed|paused|referred|awaiting_response","Work state; awaiting_response identifies a recorded residual request waiting for its named client response, distinct from input prerequisites before sending.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ready"""
"WorkItem","waiting_for","等待对象字段","waiting for","waiting for","string|null","Always present on each object record","true","","Exact object/field/response; null only when no wait.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.waiting_for; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","null"
"WorkItem","input_refs","输入","input refs","input refs","array","Always present on each object record","false","ref:Any","References to Any.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Any and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.input_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""DEMO-CTT-001/scope/institutional""]"
"WorkItem","output_refs","输出","output refs","output refs","array","Always present on each object record","false","ref:Any","References to Any.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Any and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.output_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""DEMO-CTT-001/requirement/identity"",""DEMO-CTT-001/requirement/screening-purpose""]"
"WorkItem","action_revision","动作版本","action revision","action revision","integer","Always present on each object record","false","","动作版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.action_revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
"WorkItem","hold_scope","暂停范围","hold scope","hold scope","string","Always present on each object record","false","task|linked_requirement|case_scope|none","Explicit 暂停范围 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.hold_scope; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""none"""
"WorkItem","next_owner","下一责任角色","next owner","next owner","string","Always present on each object record","false","","Synthetic role that can supply the next input.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","WorkItem.next_owner; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROLE-KYCOPS"""
"Dependency","id","稳定编号","id","id","string","Always present on each object record","false","","Stable synthetic local identifier.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/dependency/d2-04-1"""
"Dependency","case_id","案件","case id","case id","string","Always present on each object record","false","ref:Case","Reference to Case.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Case and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.case_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001"""
"Dependency","case_scope_id","案件范围","case scope id","case scope id","string","Always present on each object record","false","ref:Scope","Reference to Scope.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Scope and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.case_scope_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/scope/institutional"""
"Dependency","revision","版本","revision","revision","integer","Always present on each object record","false","","版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
"Dependency","supersedes_ref","前版本","supersedes ref","supersedes ref","string|null","Always present on each object record","true","ref:Any","Previous immutable record reference, null for first revision.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Any and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.supersedes_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","null"
"Dependency","source_refs","设计依据","source refs","source refs","array","Always present on each object record","false","","Registered design sources; distinct from synthetic evidence provenance.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.source_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""SRC-009"",""SRC-010""]"
"Dependency","source_status","来源状态","source status","source status","string","Always present on each object record","false","USER-CONFIRMED|SOURCE-SUPPORTED|INDUSTRY-REFERENCE|DESIGN-HYPOTHESIS|SYNTHETIC|OPEN|SUPERSEDED","Explicit 来源状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.source_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""SYNTHETIC"""
"Dependency","simulation_flag","合成标记","simulation flag","simulation flag","boolean","Always present on each object record","false","","Always true for Round A business records.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.simulation_flag; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","true"
"Dependency","owner_role","责任角色","owner role","owner role","string","Always present on each object record","false","","Synthetic role assignment, not bank delegation.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.owner_role; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROLE-KYCOPS"""
"Dependency","validation_owner","验证负责人","validation owner","validation owner","string","Always present on each object record","false","","Working review owner.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.validation_owner; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""Christina"""
"Dependency","authority_status","权限状态","authority status","authority status","string","Always present on each object record","false","demo_configured|unknown|not_applicable","Explicit 权限状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.authority_status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""unknown"""
"Dependency","sensitivity","敏感等级","sensitivity","sensitivity","string","Always present on each object record","false","synthetic-restricted","Explicit 敏感等级 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.sensitivity; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""synthetic-restricted"""
"Dependency","created_at","创建时间","created at","created at","string","Always present on each object record","false","date-time","UTC timestamp for authored synthetic data.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.created_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"Dependency","updated_at","更新时间","updated at","updated at","string","Always present on each object record","false","date-time","UTC timestamp; display locale never changes the value.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.updated_at; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"Dependency","as_of","资料时点","as of","as of","string","Always present on each object record","false","date-time","UTC currency of this authored record.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.as_of; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""2026-09-07T00:00:00Z"""
"Dependency","question_ref","待确认问题","question ref","question ref","string|null","Non-null when policy/applicability/authority unknown; all keys present","true","","Required when bank authority or policy is unknown.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.question_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""ROUND-A-Q-AUTHORITY"""
"Dependency","audit_event_refs","审计事件","audit event refs","audit event refs","array","Always present on each object record","false","ref:AuditEvent","References to AuditEvent.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve AuditEvent and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.audit_event_refs; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[]"
"Dependency","source_key","源限定依赖","source key","source key","string","Always present on each object record","false","","SRC-010:DEP-nn; bare DEP keys are ambiguous.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.source_key; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""SRC-010:DEP-04"""
"Dependency","ia_crosswalk_keys","IA对照","ia crosswalk keys","ia crosswalk keys","array","Always present on each object record","false","","SRC-009 scoped alternatives with explicit semantic mapping.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.ia_crosswalk_keys; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","[""SRC-009:DEP-04""]"
"Dependency","from_ref","起点","from ref","from ref","string","Always present on each object record","false","ref:Any","Reference to Any.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Any and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.from_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/requirement/identity"""
"Dependency","to_ref","终点","to ref","to ref","string","Always present on each object record","false","ref:Any","Reference to Any.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","Must resolve Any and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.to_ref; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/work/reuse"""
"Dependency","relation_type","关系类型","relation type","relation type","string","Always present on each object record","false","requires_input|waits_for|triggers_review|aggregates_conditions","Explicit 关系类型 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.relation_type; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""requires_input"""
"Dependency","required_input_revision","所需输入版本","required input revision","required input revision","integer","Always present on each object record","false","","所需输入版本; increment for material revisions.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.required_input_revision; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","1"
"Dependency","status","依赖状态","status","status","string","Always present on each object record","false","pending|satisfied|blocked","Explicit 依赖状态 independent of other object states.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.status; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""pending"""
"Dependency","wait_field","等待字段","wait field","wait field","string","Always present on each object record","false","","Named input field or judgment.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.wait_field; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""status"""
"Dependency","resume_event","恢复事件","resume event","resume event","string","Always present on each object record","false","","Event that may release this scoped dependency.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.resume_event; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""requirements_confirmed"""
"Dependency","parallel_rule","并行规则","parallel rule","parallel rule","string","Always present on each object record","false","","Why unrelated branches may continue; synthetic proposal.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-KYCOPS","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","Dependency.parallel_rule; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""Only named input dependency holds this task; Legal, Credit and Conflicts have independent authored conditions."""
"ScreeningFinding","id","稳定编号","id","id","string","Always present on each object record","false","","Stable synthetic local identifier.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-FINCRIME","State reducer after configured demo action","JSON type + enum/conditional constraints; no empty strings for unknown","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ScreeningFinding.id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001/finding/possible-match"""
"ScreeningFinding","case_id","案件","case id","case id","string","Always present on each object record","false","ref:Case","Reference to Case.","IA §7.2/7.3/7.4 and D2 §8 seeds; field-level implementation is proposed","SRC-009:7|SRC-010:8","ROLE-FINCRIME","State reducer after configured demo action","Must resolve Case and same case/scope; explicit revision where used","Increment material revision; retain prior assessment/decision/event; new snapshots immutable","See source-scoped dependency records","ScreeningFinding.case_id; exposed where relevant in Scenario/Product/Assurance","synthetic-restricted","DESIGN-HYPOTHESIS","""DEMO-CTT-001"""
