object_name,field_name,physical_binding,type,required_when,nullable,source_ref,source_status,owner_role,editable_by,validation_rule,revision_rule,dependency_refs,ui_binding,sensitivity,synthetic_example,label_en_au,label_en_us,label_zh,definition,enum_or_format
"NaturalPerson","source_status","naturalPersons.source_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""SYNTHETIC""","source status","source status","source_status","Batch A NaturalPerson.source_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","simulation_flag","naturalPersons.simulation_flag","""boolean""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","true","simulation flag","simulation flag","simulation_flag","Batch A NaturalPerson.simulation_flag; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","synthetic","naturalPersons.synthetic","""boolean""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","true","synthetic","synthetic","合成标记","Batch A NaturalPerson.synthetic; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","validation_status","naturalPersons.validation_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reviewed_for_demo""","validation status","validation status","验证状态","Batch A NaturalPerson.validation_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","value_status","naturalPersons.value_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reported""","value status","value status","值状态","Batch A NaturalPerson.value_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","provenance_refs","naturalPersons.provenance_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""SRC-013""]","provenance refs","provenance refs","出处引用","Batch A NaturalPerson.provenance_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","owner_role","naturalPersons.owner_role","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""ROLE-KYCOPS""","owner role","owner role","owner_role","Batch A NaturalPerson.owner_role; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","validation_owner","naturalPersons.validation_owner","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""Christina""","validation owner","validation owner","validation_owner","Batch A NaturalPerson.validation_owner; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","authority_status","naturalPersons.authority_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""unknown""","authority status","authority status","authority_status","Batch A NaturalPerson.authority_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","sensitivity","naturalPersons.sensitivity","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""synthetic-restricted""","sensitivity","sensitivity","sensitivity","Batch A NaturalPerson.sensitivity; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","created_at","naturalPersons.created_at","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""2026-09-07T08:00:00Z""","created at","created at","created_at","Batch A NaturalPerson.created_at; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","updated_at","naturalPersons.updated_at","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""2026-09-07T08:00:00Z""","updated at","updated at","updated_at","Batch A NaturalPerson.updated_at; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","as_of","naturalPersons.as_of","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""2026-09-07T08:00:00Z""","as of","as of","as_of","Batch A NaturalPerson.as_of; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","question_ref","naturalPersons.question_ref","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""D2-A-Q-AUTHORITY""","question ref","question ref","question_ref","Batch A NaturalPerson.question_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","audit_event_refs","naturalPersons.audit_event_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[]","audit event refs","audit event refs","audit_event_refs","Batch A NaturalPerson.audit_event_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","display_name","naturalPersons.display_name","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""Person T""","display name","display name","display_name","Batch A NaturalPerson.display_name; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","employer_entity_id","naturalPersons.employer_entity_id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/entity/entity-b""","employer entity id","employer entity id","任职主体","Batch A NaturalPerson.employer_entity_id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"NaturalPerson","business_role_title","naturalPersons.business_role_title","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""Group treasury contact""","business role title","business role title","business_role_title","Batch A NaturalPerson.business_role_title; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","id","partyRelationships.id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/relationship/reported-parent""","id","id","id","Batch A PartyRelationship.id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","case_id","partyRelationships.case_id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001""","case id","case id","case_id","Batch A PartyRelationship.case_id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","case_scope_id","partyRelationships.case_scope_id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/scope/institutional""","case scope id","case scope id","case_scope_id","Batch A PartyRelationship.case_scope_id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","revision","partyRelationships.revision","""integer""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","1","revision","revision","revision","Batch A PartyRelationship.revision; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","supersedes_ref","partyRelationships.supersedes_ref","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","supersedes ref","supersedes ref","supersedes_ref","Batch A PartyRelationship.supersedes_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","source_refs","partyRelationships.source_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""SRC-013""]","source refs","source refs","source_refs","Batch A PartyRelationship.source_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","source_status","partyRelationships.source_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""SYNTHETIC""","source status","source status","source_status","Batch A PartyRelationship.source_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","simulation_flag","partyRelationships.simulation_flag","""boolean""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","true","simulation flag","simulation flag","simulation_flag","Batch A PartyRelationship.simulation_flag; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","synthetic","partyRelationships.synthetic","""boolean""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","true","synthetic","synthetic","合成标记","Batch A PartyRelationship.synthetic; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","validation_status","partyRelationships.validation_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reviewed_for_demo""","validation status","validation status","验证状态","Batch A PartyRelationship.validation_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","value_status","partyRelationships.value_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reported""","value status","value status","值状态","Batch A PartyRelationship.value_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","provenance_refs","partyRelationships.provenance_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""SRC-013""]","provenance refs","provenance refs","出处引用","Batch A PartyRelationship.provenance_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","owner_role","partyRelationships.owner_role","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""ROLE-KYCOPS""","owner role","owner role","owner_role","Batch A PartyRelationship.owner_role; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","validation_owner","partyRelationships.validation_owner","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""Christina""","validation owner","validation owner","validation_owner","Batch A PartyRelationship.validation_owner; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","authority_status","partyRelationships.authority_status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""unknown""","authority status","authority status","authority_status","Batch A PartyRelationship.authority_status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","sensitivity","partyRelationships.sensitivity","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""synthetic-restricted""","sensitivity","sensitivity","sensitivity","Batch A PartyRelationship.sensitivity; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","created_at","partyRelationships.created_at","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""2026-09-07T08:00:00Z""","created at","created at","created_at","Batch A PartyRelationship.created_at; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","updated_at","partyRelationships.updated_at","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""2026-09-07T08:00:00Z""","updated at","updated at","updated_at","Batch A PartyRelationship.updated_at; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","as_of","partyRelationships.as_of","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""2026-09-07T08:00:00Z""","as of","as of","as_of","Batch A PartyRelationship.as_of; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","question_ref","partyRelationships.question_ref","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""D2-A-Q-AUTHORITY""","question ref","question ref","question_ref","Batch A PartyRelationship.question_ref; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","audit_event_refs","partyRelationships.audit_event_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[]","audit event refs","audit event refs","audit_event_refs","Batch A PartyRelationship.audit_event_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","from_entity_id","partyRelationships.from_entity_id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/entity/entity-b""","from entity id","from entity id","from_entity_id","Batch A PartyRelationship.from_entity_id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","to_entity_id","partyRelationships.to_entity_id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/entity/harbour""","to entity id","to entity id","to_entity_id","Batch A PartyRelationship.to_entity_id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","relationship_type","partyRelationships.relationship_type","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reported_parent""","relationship type","relationship type","relationship_type","Batch A PartyRelationship.relationship_type; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","status","partyRelationships.status","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""reported""","status","status","status","Batch A PartyRelationship.status; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","basis_refs","partyRelationships.basis_refs","""array""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","[""DEMO-CTT-001/evidence/group-structure""]","basis refs","basis refs","basis_refs","Batch A PartyRelationship.basis_refs; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","effective_from","partyRelationships.effective_from","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","effective from","effective from","effective_from","Batch A PartyRelationship.effective_from; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"PartyRelationship","effective_to","partyRelationships.effective_to","[""string"",""null""]","When this Batch A object / action is present","true","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","null","effective to","effective to","effective_to","Batch A PartyRelationship.effective_to; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
"InformationRequest","id","informationRequests.id","""string""","When this Batch A object / action is present","false","SRC-013 §7","SYNTHETIC-DEMO / DESIGN-HYPOTHESIS","Demo role; bank owner unconfirmed","Controlled action or fixture only","Action guards + draft schema; no bank rule inferred","Material action creates revision / retained prior session","SRC-010:DEP-02;SRC-010:DEP-05","Parties / Authority / Tasks / Activity / Print","synthetic-restricted","""DEMO-CTT-001/request/authority_gap""","id","id","id","Batch A InformationRequest.id; SRC-013 Final v1.0 §7; synthetic / reviewed_for_demo only.","""See additive schema; no bank enum inferred"""
